40.77.167.60 - - [08/Oct/2023:02:13:19 -0700] "GET /self.logs/access.log.2017-03-14.gz HTTP/1.1" 200 16506 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
107.20.105.74 - - [08/Oct/2023:13:56:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
146.56.242.202 - - [08/Oct/2023:13:59:54 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
66.249.64.106 - - [08/Oct/2023:14:04:00 -0700] "GET / HTTP/1.1" 200 13187 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.106 - - [08/Oct/2023:14:04:14 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/117.0.5938.132 Safari/537.36" 
107.20.105.74 - - [08/Oct/2023:14:06:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:14:06:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
66.249.64.100 - - [08/Oct/2023:14:07:00 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.108 - - [08/Oct/2023:14:07:01 -0700] "GET / HTTP/1.1" 200 13187 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.106 - - [08/Oct/2023:14:07:03 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/117.0.5938.132 Safari/537.36" 
52.167.144.200 - - [08/Oct/2023:14:10:02 -0700] "GET /self.logs/access.log.2020-06-14.gz HTTP/1.1" 200 10756 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
15.228.120.224 - - [08/Oct/2023:14:11:16 -0700] "GET /.env HTTP/1.1" 301 427 "-" "curl/7.61.1" 
15.228.120.224 - - [08/Oct/2023:14:11:17 -0700] "GET /.env HTTP/1.1" 404 463 "-" "curl/7.61.1" 
114.119.160.248 - - [08/Oct/2023:14:16:14 -0700] "GET /self.logs/error.log.2020-07-11 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
107.20.105.74 - - [08/Oct/2023:14:16:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:14:16:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
52.167.144.238 - - [08/Oct/2023:14:18:04 -0700] "GET /self.logs/access.log.2019-04-23.gz HTTP/1.1" 200 47285 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
103.212.99.122 - - [08/Oct/2023:14:22:40 -0700] "POST /Public/admin/webuploader/server/preview.php HTTP/1.1" 404 284 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:40 -0700] "POST /lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:40 -0700] "POST /public/static/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:41 -0700] "POST /static/admin/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:41 -0700] "POST /static/admin/hui/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:41 -0700] "POST /public/static/admin/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:42 -0700] "POST /Public/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:42 -0700] "POST /static/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:42 -0700] "POST /admin/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:43 -0700] "POST /Public/admin/Widget/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
103.212.99.122 - - [08/Oct/2023:14:22:43 -0700] "POST /Public/admin/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 404 250 "-" "Mozilla/5.0 AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0" 
107.20.105.74 - - [08/Oct/2023:14:26:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:14:26:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
185.219.135.40 - - [08/Oct/2023:14:33:43 -0700] "GET /.env HTTP/1.1" 301 483 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30" 
185.219.135.40 - - [08/Oct/2023:14:34:07 -0700] "POST / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30" 
185.219.135.40 - - [08/Oct/2023:14:35:13 -0700] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 301 575 "-" "python-requests/2.31.0" 
185.219.135.40 - - [08/Oct/2023:14:35:24 -0700] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 429 486 "-" "python-requests/2.31.0" 
107.20.105.74 - - [08/Oct/2023:14:36:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:14:36:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
202.63.172.223 - - [08/Oct/2023:14:40:53 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
114.119.136.30 - - [08/Oct/2023:14:42:43 -0700] "GET /self.logs/error.log.2020-02-07 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.141.116 - - [08/Oct/2023:14:44:09 -0700] "GET /self.logs/error.log.2020-01-29 HTTP/1.1" 200 1356 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
117.187.173.90 - - [08/Oct/2023:14:44:15 -0700] "GET / HTTP/1.1" 200 49089 "-" "curl/7.29.0" 
94.172.245.206 - - [08/Oct/2023:14:44:27 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0" 
94.172.245.206 - - [08/Oct/2023:14:44:27 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0" 
94.172.245.206 - - [08/Oct/2023:14:44:27 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0" 
94.172.245.206 - - [08/Oct/2023:14:44:28 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0" 
52.167.144.208 - - [08/Oct/2023:14:46:28 -0700] "GET /self.logs/access.log.2020-01-04.gz HTTP/1.1" 200 15695 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
107.20.105.74 - - [08/Oct/2023:14:46:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:14:46:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
52.167.144.171 - - [08/Oct/2023:14:49:51 -0700] "GET /self.logs/access.log.2017-06-22.gz HTTP/1.1" 200 29114 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
107.20.105.74 - - [08/Oct/2023:14:56:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:14:56:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:15:06:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:15:06:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
52.167.144.197 - - [08/Oct/2023:15:07:03 -0700] "GET /self.logs/access.log.2023-06-07.gz HTTP/1.1" 200 20274 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
190.32.25.120 - - [08/Oct/2023:15:08:31 -0700] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 301 517 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0" 
190.32.25.120 - - [08/Oct/2023:15:08:31 -0700] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 127761 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/111.0" 
40.77.167.64 - - [08/Oct/2023:15:10:54 -0700] "GET /self.logs/access.log.2020-09-27.gz HTTP/1.1" 200 24289 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
114.119.158.31 - - [08/Oct/2023:15:11:48 -0700] "GET /self.logs/error.log.2020-06-09 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
107.20.105.74 - - [08/Oct/2023:15:16:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:15:16:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
27.115.124.114 - - [08/Oct/2023:15:24:20 -0700] "GET / HTTP/1.1" 200 49133 "http://www.secrepo.com" "Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1464.0 Safari/537.36" 
180.163.220.126 - - [08/Oct/2023:15:24:25 -0700] "GET / HTTP/1.1" 200 13142 "https://www.sec-wiki.com/news?News_page=983" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" 
107.20.105.74 - - [08/Oct/2023:15:26:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:15:26:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
20.213.136.124 - - [08/Oct/2023:15:35:50 -0700] "GET / HTTP/1.1" 200 13187 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" 
20.213.136.124 - - [08/Oct/2023:15:35:51 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" 
20.213.136.124 - - [08/Oct/2023:15:35:51 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" 
20.213.136.124 - - [08/Oct/2023:15:35:51 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7533 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" 
20.213.136.124 - - [08/Oct/2023:15:36:19 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" 
107.20.105.74 - - [08/Oct/2023:15:36:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:15:36:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
52.167.144.234 - - [08/Oct/2023:15:38:23 -0700] "GET /self.logs/access.log.2017-11-27.gz HTTP/1.1" 200 23495 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
114.119.142.126 - - [08/Oct/2023:15:40:27 -0700] "GET /self.logs/error.log.2020-08-25 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
107.20.105.74 - - [08/Oct/2023:15:46:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:15:46:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
69.166.116.112 - - [08/Oct/2023:15:51:29 -0700] "GET / HTTP/1.1" 200 13187 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1" 
69.166.116.112 - - [08/Oct/2023:15:51:29 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1" 
69.166.116.112 - - [08/Oct/2023:15:51:29 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1" 
107.20.105.74 - - [08/Oct/2023:15:56:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:15:56:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
116.213.39.202 - - [08/Oct/2023:16:05:56 -0700] "GET / HTTP/1.1" 301 475 "http://secrepo.com" "Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)" 
107.20.105.74 - - [08/Oct/2023:16:06:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:16:06:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
51.222.253.11 - - [08/Oct/2023:16:09:25 -0700] "GET /Datasets%20Description/HTML_Bro_log_1/irc.html HTTP/1.1" 200 1737 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
190.140.11.50 - - [08/Oct/2023:16:10:43 -0700] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 301 517 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/116.0" 
190.140.11.50 - - [08/Oct/2023:16:10:43 -0700] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 127761 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/116.0" 
190.140.11.50 - - [08/Oct/2023:16:10:58 -0700] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 127761 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/116.0" 
190.140.11.50 - - [08/Oct/2023:16:11:01 -0700] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 127789 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/116.0" 
107.20.105.74 - - [08/Oct/2023:16:16:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:16:16:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
114.119.146.7 - - [08/Oct/2023:16:20:00 -0700] "GET /self.logs/error.log.2020-12-27 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
40.77.167.25 - - [08/Oct/2023:16:22:44 -0700] "GET /self.logs/access.log.2018-04-02.gz HTTP/1.1" 200 20534 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
107.20.105.74 - - [08/Oct/2023:16:26:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:16:26:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:16:36:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:16:36:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
114.119.140.85 - - [08/Oct/2023:16:37:35 -0700] "GET /self.logs/error.log.2020-05-16 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
40.77.167.255 - - [08/Oct/2023:16:38:57 -0700] "GET /self.logs/access.log.2022-07-20.gz HTTP/1.1" 200 12418 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
51.222.253.15 - - [08/Oct/2023:16:44:27 -0700] "GET /Datasets%20Description/HTML_Bro_log_1/notice.html HTTP/1.1" 200 1957 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
107.20.105.74 - - [08/Oct/2023:16:46:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:16:46:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
103.231.254.108 - - [08/Oct/2023:16:52:41 -0700] "GET /qz_ueditor/net/imageup.ashx HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
107.20.105.74 - - [08/Oct/2023:16:56:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:16:56:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
146.56.216.93 - - [08/Oct/2023:16:58:06 -0700] "GET / HTTP/1.1" 200 13142 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" 
46.101.158.159 - - [08/Oct/2023:17:05:17 -0700] "GET / HTTP/1.1" 301 419 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 
46.101.158.159 - - [08/Oct/2023:17:05:17 -0700] "GET / HTTP/1.1" 200 13143 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 
107.20.105.74 - - [08/Oct/2023:17:06:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:17:06:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
175.145.179.74 - - [08/Oct/2023:17:12:14 -0700] "GET / HTTP/1.1" 200 13187 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60" 
175.145.179.74 - - [08/Oct/2023:17:12:14 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60" 
175.145.179.74 - - [08/Oct/2023:17:12:14 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60" 
175.145.179.74 - - [08/Oct/2023:17:12:14 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60" 
175.145.179.74 - - [08/Oct/2023:17:12:16 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60" 
175.145.179.74 - - [08/Oct/2023:17:12:27 -0700] "GET /Datasets%20Description/Network/weird.html HTTP/1.1" 200 1645 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60" 
175.145.179.74 - - [08/Oct/2023:17:12:28 -0700] "GET /favicon.ico HTTP/1.1" 200 368 "http://www.secrepo.com/Datasets%20Description/Network/weird.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60" 
107.20.105.74 - - [08/Oct/2023:17:16:40 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [08/Oct/2023:17:16:40 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
17.233.17.109 - - [08/Oct/2023:17:20:24 -0700] "GET / HTTP/1.1" 200 13187 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15" 
17.233.17.109 - - [08/Oct/2023:17:20:24 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15" 
