66.249.66.92 - - [18/Feb/2022:02:27:26 -0800] "GET /ads.txt HTTP/1.1" 404 328 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 75504 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 200 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:43 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 200 72600 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:44 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:45 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:45 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:45 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:45 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:45 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:45 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:45 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:46 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:46 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:46 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:46 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:46 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 75504 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:46 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:46 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:46 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 75504 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:47 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 75504 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 75504 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 72600 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:48 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:49 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:49 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 75504 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:49 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:49 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:49 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:49 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:49 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:49 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:50 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:50 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:50 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 72600 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:50 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:50 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:50 -0800] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:50 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:51 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:51 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 75504 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:51 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:51 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:52 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:52 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:52 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 75504 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:52 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:52 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 75504 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:53 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 200 78408 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
59.56.205.226 - - [18/Feb/2022:02:44:53 -0800] "GET /maccdc2012/ssh.log.gz HTTP/1.1" 206 0 "http://www.secrepo.com/maccdc2012/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
114.119.149.222 - - [18/Feb/2022:02:45:56 -0800] "GET /self.logs/error.log.2020-10-15 HTTP/1.1" 200 351 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.44.32.92 - - [18/Feb/2022:02:50:36 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36" 
114.44.32.92 - - [18/Feb/2022:02:50:36 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36" 
114.44.32.92 - - [18/Feb/2022:02:50:37 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36" 
114.44.32.92 - - [18/Feb/2022:02:50:37 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36" 
114.44.32.92 - - [18/Feb/2022:02:50:38 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36" 
114.119.149.237 - - [18/Feb/2022:02:51:36 -0800] "GET /self.logs/2015/error.log.2015-10-03.gz HTTP/1.1" 200 911 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
44.231.195.240 - - [18/Feb/2022:02:54:01 -0800] "HEAD /bootstrap/img/favicon.ico HTTP/1.1" 200 395 "-" "-" 
44.231.195.240 - - [18/Feb/2022:02:54:01 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "-" "-" 
27.32.61.121 - - [18/Feb/2022:03:09:14 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0" 
