111.167.203.53 - - [10/Sep/2022:02:16:32 -0700] "GET /favicon.ico HTTP/1.1" 200 391 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36 SE 2.X MetaSr 1.0" 
165.22.104.55 - - [10/Sep/2022:17:12:19 -0700] "GET / HTTP/1.1" 200 49110 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:20 -0700] "GET //blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:20 -0700] "GET //web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:20 -0700] "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:20 -0700] "GET //website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:21 -0700] "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:21 -0700] "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:21 -0700] "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:21 -0700] "GET //test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:22 -0700] "GET //wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:22 -0700] "GET //site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:22 -0700] "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:22 -0700] "GET //sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:38 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:39 -0700] "GET / HTTP/1.1" 200 49133 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:40 -0700] "GET //wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:40 -0700] "GET //xmlrpc.php?rsd HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:40 -0700] "GET / HTTP/1.1" 200 49110 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:41 -0700] "GET //blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:41 -0700] "GET //web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:42 -0700] "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:42 -0700] "GET //website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:42 -0700] "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:42 -0700] "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:43 -0700] "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:43 -0700] "GET //test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:43 -0700] "GET //wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:43 -0700] "GET //site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:44 -0700] "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
165.22.104.55 - - [10/Sep/2022:17:12:44 -0700] "GET //sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0 Safari/537.36" 
34.206.152.150 - - [10/Sep/2022:17:12:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:17:12:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:17:22:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:17:22:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
49.7.20.140 - - [10/Sep/2022:17:27:09 -0700] "GET / HTTP/1.1" 200 13150 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
34.206.152.150 - - [10/Sep/2022:17:32:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:17:32:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:17:42:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:17:42:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:17:52:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:17:52:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
49.7.20.140 - - [10/Sep/2022:17:55:24 -0700] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
34.206.152.150 - - [10/Sep/2022:18:02:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:18:02:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
111.40.55.231 - - [10/Sep/2022:18:03:42 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.27" 
111.40.55.231 - - [10/Sep/2022:18:03:44 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.27" 
111.40.55.231 - - [10/Sep/2022:18:03:58 -0700] "GET /pe_static/zeus.zip HTTP/1.1" 200 367920 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.27" 
207.46.13.107 - - [10/Sep/2022:18:05:05 -0700] "GET /self.logs/2015/error.log.2015-02-16.gz HTTP/1.1" 200 7501 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
34.206.152.150 - - [10/Sep/2022:18:12:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:18:12:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
116.211.11.42 - - [10/Sep/2022:18:13:50 -0700] "HEAD / HTTP/1.1" 301 223 "https://www.ipbuf.com/static/pdns/ipv4/secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:13:51 -0700] "HEAD / HTTP/1.1" 200 425 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:13:51 -0700] "GET / HTTP/1.1" 200 13163 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:13:52 -0700] "HEAD / HTTP/1.1" 200 402 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:13:52 -0700] "GET / HTTP/1.1" 200 13163 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:14:41 -0700] "HEAD / HTTP/1.1" 301 223 "https://www.ipbuf.com/static/pdns/ipv4/secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:14:43 -0700] "HEAD /datasetsdescription/network/dhcp.html HTTP/1.1" 404 309 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:14:49 -0700] "HEAD /datasetsdescription/network/dns.html HTTP/1.1" 404 309 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:14:50 -0700] "HEAD /datasetsdescription/network/files.html HTTP/1.1" 404 286 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:14:50 -0700] "HEAD /datasetsdescription/network/ftp.html HTTP/1.1" 404 286 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:14:53 -0700] "HEAD /datasetsdescription/network/http.html HTTP/1.1" 404 286 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:14:53 -0700] "HEAD /datasetsdescription/network/notice.html HTTP/1.1" 404 286 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:14:57 -0700] "HEAD /datasetsdescription/network/signatures.html HTTP/1.1" 404 286 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:15:00 -0700] "HEAD /datasetsdescription/network/smtp.html HTTP/1.1" 404 286 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
116.211.11.42 - - [10/Sep/2022:18:15:03 -0700] "HEAD /datasetsdescription/network/ssh.html HTTP/1.1" 404 286 "https://www.ipbuf.com/static/pdns/ipv4/www.secrepo.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0" 
34.206.152.150 - - [10/Sep/2022:18:22:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:18:22:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
49.7.20.140 - - [10/Sep/2022:18:23:58 -0700] "GET / HTTP/1.1" 200 13150 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
85.208.98.51 - - [10/Sep/2022:18:31:18 -0700] "GET /robots.txt HTTP/1.1" 301 439 "-" "Mozilla/5.0 (compatible; SemrushBot-BM/1.0; +http://www.semrush.com/bot.html)" 
85.208.98.51 - - [10/Sep/2022:18:31:26 -0700] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; SemrushBot-BM/1.0; +http://www.semrush.com/bot.html)" 
34.206.152.150 - - [10/Sep/2022:18:32:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:18:32:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
73.70.184.55 - - [10/Sep/2022:18:37:39 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" 
73.70.184.55 - - [10/Sep/2022:18:37:39 -0700] "GET / HTTP/1.1" 200 13187 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" 
73.70.184.55 - - [10/Sep/2022:18:37:39 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" 
73.70.184.55 - - [10/Sep/2022:18:37:40 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" 
73.70.184.55 - - [10/Sep/2022:18:37:40 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" 
73.70.184.55 - - [10/Sep/2022:18:37:40 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" 
34.206.152.150 - - [10/Sep/2022:18:42:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:18:42:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
51.222.253.16 - - [10/Sep/2022:18:43:44 -0700] "GET /Datasets%20Description/?C=N;O=A HTTP/1.1" 200 633 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
40.77.167.38 - - [10/Sep/2022:18:46:57 -0700] "GET /self.logs/access.log.2017-10-28.gz HTTP/1.1" 200 17822 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
116.179.32.211 - - [10/Sep/2022:18:51:14 -0700] "GET /pe_static/apt1.zip HTTP/1.1" 200 1983402 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 
49.7.20.140 - - [10/Sep/2022:18:51:39 -0700] "GET / HTTP/1.1" 200 13150 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
34.206.152.150 - - [10/Sep/2022:18:52:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:18:52:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
148.251.121.91 - - [10/Sep/2022:18:54:07 -0700] "GET /robots.txt HTTP/1.1" 301 439 "-" "DomainStatsBot/1.0 (https://domainstats.com/pages/our-bot)" 
148.251.121.91 - - [10/Sep/2022:18:54:07 -0700] "HEAD / HTTP/1.1" 301 167 "-" "DomainStatsBot/1.0 (https://domainstats.com/pages/our-bot)" 
148.251.121.91 - - [10/Sep/2022:18:54:08 -0700] "GET /robots.txt HTTP/1.1" 301 439 "-" "DomainStatsBot/1.0 (https://domainstats.com/pages/our-bot)" 
148.251.121.91 - - [10/Sep/2022:18:54:08 -0700] "GET / HTTP/1.1" 301 419 "-" "DomainStatsBot/1.0 (https://domainstats.com/pages/our-bot)" 
148.251.121.91 - - [10/Sep/2022:18:54:08 -0700] "GET /robots.txt HTTP/1.1" 200 333 "-" "DomainStatsBot/1.0 (https://domainstats.com/pages/our-bot)" 
148.251.121.91 - - [10/Sep/2022:18:54:08 -0700] "GET / HTTP/1.1" 200 49089 "-" "DomainStatsBot/1.0 (https://domainstats.com/pages/our-bot)" 
34.206.152.150 - - [10/Sep/2022:19:02:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:19:02:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
51.222.253.20 - - [10/Sep/2022:19:07:16 -0700] "GET /self.logs/2016/?C=S;O=D HTTP/1.1" 200 8403 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
51.222.253.7 - - [10/Sep/2022:19:10:48 -0700] "GET /self.logs/2015/?C=N;O=D HTTP/1.1" 200 7723 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
34.206.152.150 - - [10/Sep/2022:19:12:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:19:12:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
40.77.167.32 - - [10/Sep/2022:19:18:57 -0700] "GET /self.logs/access.log.2019-11-07.gz HTTP/1.1" 301 543 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
49.7.20.140 - - [10/Sep/2022:19:19:16 -0700] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
34.206.152.150 - - [10/Sep/2022:19:22:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:19:22:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
40.77.167.32 - - [10/Sep/2022:19:25:00 -0700] "GET /self.logs/error.log.2022-08-16.gz HTTP/1.1" 200 3897 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
52.212.146.96 - - [10/Sep/2022:19:30:02 -0700] "GET /self.logs/access.log.2022-09-04.gz HTTP/1.1" 200 17051 "-" "python-requests/2.12.1" 
45.207.37.34 - - [10/Sep/2022:19:30:43 -0700] "POST /index.php?m=home&a=assign_resume_tpl HTTP/1.1" 418 710 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0" 
111.40.55.231 - - [10/Sep/2022:18:03:57 -0700] "GET /pe_static/zeus.zip HTTP/1.1" 200 51367222 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.27" 
34.206.152.150 - - [10/Sep/2022:19:32:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:19:32:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
64.71.131.244 - - [10/Sep/2022:19:39:27 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (compatible; ev-crawler/1.0; +https://headline.com/legal/crawler)" 
64.71.131.244 - - [10/Sep/2022:19:39:27 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (compatible; ev-crawler/1.0; +https://headline.com/legal/crawler)" 
64.71.131.244 - - [10/Sep/2022:19:39:28 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (compatible; ev-crawler/1.0; +https://headline.com/legal/crawler)" 
64.71.131.244 - - [10/Sep/2022:19:39:28 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (compatible; ev-crawler/1.0; +https://headline.com/legal/crawler)" 
64.71.131.244 - - [10/Sep/2022:19:39:28 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (compatible; ev-crawler/1.0; +https://headline.com/legal/crawler)" 
34.206.152.150 - - [10/Sep/2022:19:42:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:19:42:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
182.135.44.71 - - [10/Sep/2022:19:50:08 -0700] "GET /favicon.ico HTTP/1.1" 304 261 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" 
34.206.152.150 - - [10/Sep/2022:19:52:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:19:52:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:20:02:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [10/Sep/2022:20:02:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
54.36.148.72 - - [10/Sep/2022:20:03:24 -0700] "GET /robots.txt HTTP/1.1" 301 439 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
