58.250.125.79 - - [23/Apr/2023:01:53:56 -0700] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
114.119.148.255 - - [23/Apr/2023:23:17:47 -0700] "GET /self.logs/error.log.2020-03-19 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.153.211 - - [23/Apr/2023:23:21:07 -0700] "GET /self.logs/error.log.2020-03-04 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
34.212.184.178 - - [23/Apr/2023:23:22:11 -0700] "GET / HTTP/1.1" 200 49096 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" 
114.119.129.147 - - [23/Apr/2023:23:24:03 -0700] "GET /self.logs/2015/error.log.2015-12-27.gz HTTP/1.1" 200 698 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.138.13 - - [23/Apr/2023:23:27:45 -0700] "GET /self.logs/error.log.2020-01-23 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.140.47 - - [23/Apr/2023:23:30:46 -0700] "GET /self.logs/error.log.2018-07-14.gz HTTP/1.1" 200 51960 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
66.249.64.119 - - [23/Apr/2023:23:32:10 -0700] "GET /self.logs/error.log.2020-09-30 HTTP/1.1" 200 351 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.5615.142 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
51.222.253.11 - - [23/Apr/2023:23:33:01 -0700] "GET / HTTP/1.1" 200 13142 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
51.222.253.10 - - [23/Apr/2023:23:33:04 -0700] "GET /css/style.css HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
51.222.253.13 - - [23/Apr/2023:23:33:04 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7512 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
114.119.146.19 - - [23/Apr/2023:23:34:11 -0700] "GET /self.logs/error.log.2019-09-17.gz HTTP/1.1" 200 1187 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
157.55.39.253 - - [23/Apr/2023:23:36:32 -0700] "GET /self.logs/error.log.2022-06-23.gz HTTP/1.1" 200 9344 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
114.119.136.190 - - [23/Apr/2023:23:41:05 -0700] "GET /self.logs/error.log.2020-01-13 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.156.182 - - [23/Apr/2023:23:44:25 -0700] "GET /self.logs/error.log.2019-08-08 HTTP/1.1" 200 1349 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
41.13.22.200 - - [23/Apr/2023:23:45:34 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
41.13.22.200 - - [23/Apr/2023:23:45:34 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
41.13.22.200 - - [23/Apr/2023:23:45:34 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
41.13.22.200 - - [23/Apr/2023:23:45:35 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
41.13.22.200 - - [23/Apr/2023:23:45:37 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
41.13.22.200 - - [23/Apr/2023:23:46:57 -0700] "GET /honeypot/honeypot.json.zip HTTP/1.1" 200 23086087 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
114.119.155.22 - - [23/Apr/2023:23:47:56 -0700] "GET /self.logs/error.log.2017-08-17.gz HTTP/1.1" 200 1399 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.134.217 - - [23/Apr/2023:23:50:21 -0700] "GET /self.logs/error.log.2020-02-05.gz HTTP/1.1" 200 1254 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.144.38 - - [23/Apr/2023:23:53:43 -0700] "GET /self.logs/access.log.2019-10-15.gz HTTP/1.1" 200 19720 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
36.112.29.100 - - [23/Apr/2023:23:53:57 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
36.112.29.100 - - [23/Apr/2023:23:53:58 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
36.112.29.100 - - [23/Apr/2023:23:53:58 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
36.112.29.100 - - [23/Apr/2023:23:53:58 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
36.112.29.100 - - [23/Apr/2023:23:53:58 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
36.112.29.100 - - [23/Apr/2023:23:54:23 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
114.119.159.237 - - [24/Apr/2023:00:00:51 -0700] "GET /self.logs/error.log.2019-07-15 HTTP/1.1" 200 23184 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.139.110 - - [24/Apr/2023:00:04:50 -0700] "GET /honeypot/BSidesDFW%20-%202014.ipynb HTTP/1.1" 200 930921 "http://secrepo.com/" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.136.68 - - [24/Apr/2023:00:10:55 -0700] "GET /Datasets%20Description/HTML_Bro_log_2/?C=N%3BO%3DD HTTP/1.1" 200 832 "http://www.secrepo.com/Datasets%20Description/HTML_Bro_log_2/?C=D%3BO%3DA" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
211.145.41.198 - - [24/Apr/2023:00:18:26 -0700] "GET /favicon.ico HTTP/1.1" 304 261 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" 
122.173.67.52 - - [24/Apr/2023:00:25:02 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.48" 
122.173.67.52 - - [24/Apr/2023:00:25:02 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.48" 
122.173.67.52 - - [24/Apr/2023:00:25:02 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.48" 
122.173.67.52 - - [24/Apr/2023:00:25:02 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.48" 
122.173.67.52 - - [24/Apr/2023:00:25:03 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.48" 
114.119.152.216 - - [24/Apr/2023:00:26:37 -0700] "GET /self.logs/error.log.2020-05-17 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
118.184.177.113 - - [24/Apr/2023:00:31:13 -0700] "GET / HTTP/1.1" 200 13148 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
157.55.39.253 - - [24/Apr/2023:00:42:30 -0700] "GET /self.logs/error.log.2018-06-19.gz HTTP/1.1" 200 6600 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
124.134.53.49 - - [24/Apr/2023:00:42:32 -0700] "GET /favicon.ico HTTP/1.1" 304 261 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" 
112.213.116.174 - - [24/Apr/2023:00:45:40 -0700] "GET /search.asp?searchword=%7Bif:eval(action)%7D99&action=Response.Write(%22dandan2023%22) HTTP/1.1" 418 747 "-" "python-requests/2.27.1" 
213.73.225.200 - - [24/Apr/2023:00:50:54 -0700] "GET /maccdc2012/http.log.gz HTTP/1.1" 200 79520 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
213.73.225.200 - - [24/Apr/2023:00:50:59 -0700] "GET /maccdc2012/http.log.gz HTTP/1.1" 206 462 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
213.73.225.200 - - [24/Apr/2023:00:50:59 -0700] "GET /maccdc2012/http.log.gz HTTP/1.1" 206 79520 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
114.119.138.48 - - [24/Apr/2023:00:51:02 -0700] "GET /self.logs/error.log.2018-02-11.gz HTTP/1.1" 200 6923 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
213.73.225.200 - - [24/Apr/2023:00:51:07 -0700] "GET /maccdc2012/http.log.gz HTTP/1.1" 206 462 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
213.73.225.200 - - [24/Apr/2023:00:51:07 -0700] "GET /maccdc2012/http.log.gz HTTP/1.1" 206 56407236 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" 
216.201.9.135 - - [24/Apr/2023:00:56:25 -0700] "GET /robots.txt HTTP/1.0" 301 458 "-" "Mozilla/4.0 (compatible; fluid/0.0; +http://www.leak.info/bot.html)" 
54.161.7.94 - - [24/Apr/2023:00:58:25 -0700] "GET /maccdc2012/http.log.gz HTTP/1.1" 200 56420944 "-" "curl/7.88.1" 
114.119.146.107 - - [24/Apr/2023:01:12:44 -0700] "GET /self.logs/access.log.2019-10-26.gz HTTP/1.1" 200 11207 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
223.247.153.113 - - [24/Apr/2023:01:16:29 -0700] "GET //adadaddadad HTTP/1.1" 404 328 "-" "python-requests/2.27.1" 
35.167.33.62 - - [24/Apr/2023:01:18:34 -0700] "GET / HTTP/1.1" 200 49096 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36" 
35.167.33.62 - - [24/Apr/2023:01:18:42 -0700] "GET / HTTP/1.1" 301 438 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36" 
35.167.33.62 - - [24/Apr/2023:01:18:42 -0700] "GET / HTTP/1.1" 200 49096 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36" 
114.119.138.210 - - [24/Apr/2023:01:20:07 -0700] "GET /self.logs/access.log.2019-05-01.gz HTTP/1.1" 200 39107 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.128.57 - - [24/Apr/2023:01:26:13 -0700] "GET /Datasets%20Description/HTML_Bro_log_2/dhcp.html HTTP/1.1" 200 1737 "http://www.secrepo.com/Datasets%20Description/HTML_Bro_log_2/?C=D%3BO%3DA" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
188.27.131.160 - - [24/Apr/2023:01:28:50 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
188.27.131.160 - - [24/Apr/2023:01:28:50 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
188.27.131.160 - - [24/Apr/2023:01:28:51 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
188.27.131.160 - - [24/Apr/2023:01:28:51 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
188.27.131.160 - - [24/Apr/2023:01:28:51 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
114.119.149.51 - - [24/Apr/2023:01:30:43 -0700] "GET /Datasets%20Description/HTML_Bro_log_2 HTTP/1.1" 301 619 "http://secrepo.com/" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.149.51 - - [24/Apr/2023:01:30:45 -0700] "GET /Datasets%20Description/HTML_Bro_log_2/ HTTP/1.1" 200 809 "http://secrepo.com/" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
111.108.111.134 - - [24/Apr/2023:01:35:12 -0700] "GET /honeypot/honeypot.json.zip HTTP/1.1" 200 78880 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36" 
111.108.111.134 - - [24/Apr/2023:01:35:17 -0700] "GET /honeypot/honeypot.json.zip HTTP/1.1" 206 445 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36" 
111.108.111.134 - - [24/Apr/2023:01:35:18 -0700] "GET /honeypot/honeypot.json.zip HTTP/1.1" 206 78880 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36" 
114.119.147.86 - - [24/Apr/2023:01:35:46 -0700] "GET /self.logs/error.log.2020-02-06 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
51.222.253.14 - - [24/Apr/2023:01:37:16 -0700] "GET /self.logs/ HTTP/1.1" 200 42524 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
114.119.154.11 - - [24/Apr/2023:01:39:33 -0700] "GET /self.logs/error.log.2017-07-02.gz HTTP/1.1" 200 805 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
137.175.5.1 - - [24/Apr/2023:01:50:06 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 200 324120 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
137.175.5.1 - - [24/Apr/2023:01:51:39 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 200 730000 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
137.175.5.1 - - [24/Apr/2023:01:51:45 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 445 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
137.175.5.1 - - [24/Apr/2023:01:51:45 -0700] "GET http://www.secrepo.com/Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 75920 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
223.247.191.145 - - [24/Apr/2023:01:55:11 -0700] "GET //css/album.css HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
223.107.204.67 - - [24/Apr/2023:01:55:25 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.58" 
223.107.204.67 - - [24/Apr/2023:01:55:25 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.58" 
223.107.204.67 - - [24/Apr/2023:01:55:26 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.58" 
223.107.204.67 - - [24/Apr/2023:01:55:26 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.58" 
223.107.204.67 - - [24/Apr/2023:01:55:56 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.58" 
114.119.139.191 - - [24/Apr/2023:02:03:35 -0700] "GET /Datasets%20Description/HTML_Bro_log_1?C=S%3BO%3DA HTTP/1.1" 301 643 "https://www.secrepo.com/Datasets%20Description/HTML_Bro_log_1?C=M%3BO%3DA" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.139.191 - - [24/Apr/2023:02:03:38 -0700] "GET /Datasets%20Description/HTML_Bro_log_1/?C=S%3BO%3DA HTTP/1.1" 200 811 "https://www.secrepo.com/Datasets%20Description/HTML_Bro_log_1?C=M%3BO%3DA" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
180.109.251.247 - - [24/Apr/2023:02:05:40 -0700] "GET //css/album.css HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
218.107.17.253 - - [24/Apr/2023:02:07:14 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0" 
218.107.17.253 - - [24/Apr/2023:02:07:14 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0" 
218.107.17.253 - - [24/Apr/2023:02:07:56 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0" 
218.107.17.253 - - [24/Apr/2023:02:07:56 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0" 
218.107.17.253 - - [24/Apr/2023:02:07:56 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0" 
222.27.80.39 - - [24/Apr/2023:02:08:46 -0700] "GET / HTTP/1.1" 200 13148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
222.27.80.39 - - [24/Apr/2023:02:08:47 -0700] "GET /css/style.css HTTP/1.1" 404 291 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
222.27.80.39 - - [24/Apr/2023:02:08:49 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27879 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
222.27.80.39 - - [24/Apr/2023:02:08:50 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7519 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36" 
67.209.55.117 - - [24/Apr/2023:02:08:54 -0700] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41" 
67.209.55.117 - - [24/Apr/2023:02:08:54 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27838 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41" 
