157.55.39.10 - - [02/Oct/2024:00:44:26 -0700] "GET /self.logs/error.log.2021-11-18.gz HTTP/1.1" 200 3547 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
200.14.40.238 - - [02/Oct/2024:09:53:10 -0700] "GET /self.logs/access.log.2023-09-20.gz HTTP/1.1" 200 39693 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:10 -0700] "GET /self.logs/access.log.2023-09-21.gz HTTP/1.1" 200 29668 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:10 -0700] "GET /self.logs/access.log.2023-09-22.gz HTTP/1.1" 200 57822 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:11 -0700] "GET /self.logs/access.log.2023-09-23.gz HTTP/1.1" 200 29829 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:11 -0700] "GET /self.logs/access.log.2023-09-24.gz HTTP/1.1" 200 66336 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:12 -0700] "GET /self.logs/access.log.2023-09-25.gz HTTP/1.1" 200 28926 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:12 -0700] "GET /self.logs/access.log.2023-09-26.gz HTTP/1.1" 200 26499 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:12 -0700] "GET /self.logs/access.log.2023-09-27.gz HTTP/1.1" 200 17806 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:13 -0700] "GET /self.logs/access.log.2023-09-28.gz HTTP/1.1" 200 20215 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:13 -0700] "GET /self.logs/access.log.2023-09-29.gz HTTP/1.1" 200 18006 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:13 -0700] "GET /self.logs/access.log.2023-09-30.gz HTTP/1.1" 200 10970 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:14 -0700] "GET /self.logs/access.log.2023-10-01.gz HTTP/1.1" 200 17005 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:14 -0700] "GET /self.logs/access.log.2023-10-02.gz HTTP/1.1" 200 19509 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:14 -0700] "GET /self.logs/access.log.2023-10-03.gz HTTP/1.1" 200 13012 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:14 -0700] "GET /self.logs/access.log.2023-10-04.gz HTTP/1.1" 200 12470 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:15 -0700] "GET /self.logs/access.log.2023-10-05.gz HTTP/1.1" 200 12445 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:15 -0700] "GET /self.logs/access.log.2023-10-06.gz HTTP/1.1" 200 19158 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:15 -0700] "GET /self.logs/access.log.2023-10-07.gz HTTP/1.1" 200 22454 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:16 -0700] "GET /self.logs/access.log.2023-10-08.gz HTTP/1.1" 200 12188 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:16 -0700] "GET /self.logs/access.log.2023-10-09.gz HTTP/1.1" 200 23379 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:16 -0700] "GET /self.logs/access.log.2023-10-10.gz HTTP/1.1" 200 14253 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:17 -0700] "GET /self.logs/access.log.2023-10-11.gz HTTP/1.1" 200 15816 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:17 -0700] "GET /self.logs/access.log.2023-10-12.gz HTTP/1.1" 200 24016 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:17 -0700] "GET /self.logs/access.log.2023-10-13.gz HTTP/1.1" 200 15791 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:18 -0700] "GET /self.logs/access.log.2023-10-14.gz HTTP/1.1" 200 22239 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:18 -0700] "GET /self.logs/access.log.2023-10-15.gz HTTP/1.1" 200 14481 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:18 -0700] "GET /self.logs/access.log.2023-10-16.gz HTTP/1.1" 200 14894 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:19 -0700] "GET /self.logs/access.log.2023-10-17.gz HTTP/1.1" 200 19249 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:19 -0700] "GET /self.logs/access.log.2023-10-18.gz HTTP/1.1" 200 13290 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:19 -0700] "GET /self.logs/access.log.2023-10-19.gz HTTP/1.1" 200 19056 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:20 -0700] "GET /self.logs/access.log.2023-10-20.gz HTTP/1.1" 200 18763 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:20 -0700] "GET /self.logs/access.log.2023-10-21.gz HTTP/1.1" 200 9354 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:20 -0700] "GET /self.logs/access.log.2023-10-22.gz HTTP/1.1" 200 11691 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:21 -0700] "GET /self.logs/access.log.2023-10-23.gz HTTP/1.1" 200 13148 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:21 -0700] "GET /self.logs/access.log.2023-10-24.gz HTTP/1.1" 200 15001 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:21 -0700] "GET /self.logs/access.log.2023-10-25.gz HTTP/1.1" 200 20935 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:21 -0700] "GET /self.logs/access.log.2023-10-26.gz HTTP/1.1" 200 13511 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:22 -0700] "GET /self.logs/access.log.2023-10-27.gz HTTP/1.1" 200 19752 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:22 -0700] "GET /self.logs/access.log.2023-10-28.gz HTTP/1.1" 200 20390 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:22 -0700] "GET /self.logs/access.log.2023-10-29.gz HTTP/1.1" 200 13073 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:23 -0700] "GET /self.logs/access.log.2023-10-30.gz HTTP/1.1" 200 11124 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:23 -0700] "GET /self.logs/access.log.2023-10-31.gz HTTP/1.1" 200 14637 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:23 -0700] "GET /self.logs/access.log.2023-11-01.gz HTTP/1.1" 200 15550 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:24 -0700] "GET /self.logs/access.log.2023-11-02.gz HTTP/1.1" 200 46928 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:24 -0700] "GET /self.logs/access.log.2023-11-03.gz HTTP/1.1" 200 20721 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:25 -0700] "GET /self.logs/access.log.2023-11-04.gz HTTP/1.1" 200 16554 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:25 -0700] "GET /self.logs/access.log.2023-11-05.gz HTTP/1.1" 200 11993 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:25 -0700] "GET /self.logs/access.log.2023-11-06.gz HTTP/1.1" 200 17872 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:25 -0700] "GET /self.logs/access.log.2023-11-07.gz HTTP/1.1" 200 19143 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:26 -0700] "GET /self.logs/access.log.2023-11-08.gz HTTP/1.1" 200 14505 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:26 -0700] "GET /self.logs/access.log.2023-11-09.gz HTTP/1.1" 200 13679 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:26 -0700] "GET /self.logs/access.log.2023-11-10.gz HTTP/1.1" 200 11562 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:27 -0700] "GET /self.logs/access.log.2023-11-11.gz HTTP/1.1" 200 14596 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:27 -0700] "GET /self.logs/access.log.2023-11-12.gz HTTP/1.1" 200 14572 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:27 -0700] "GET /self.logs/access.log.2023-11-13.gz HTTP/1.1" 200 14556 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:27 -0700] "GET /self.logs/access.log.2023-11-14.gz HTTP/1.1" 200 19058 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:28 -0700] "GET /self.logs/access.log.2023-11-15.gz HTTP/1.1" 200 19920 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:28 -0700] "GET /self.logs/access.log.2023-11-16.gz HTTP/1.1" 200 12606 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:28 -0700] "GET /self.logs/access.log.2023-11-17.gz HTTP/1.1" 200 15446 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:29 -0700] "GET /self.logs/access.log.2023-11-18.gz HTTP/1.1" 200 16685 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:29 -0700] "GET /self.logs/access.log.2023-11-19.gz HTTP/1.1" 200 18904 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:30 -0700] "GET /self.logs/access.log.2023-11-20.gz HTTP/1.1" 200 13017 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:30 -0700] "GET /self.logs/access.log.2023-11-21.gz HTTP/1.1" 200 12645 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:30 -0700] "GET /self.logs/access.log.2023-11-22.gz HTTP/1.1" 200 11054 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:30 -0700] "GET /self.logs/access.log.2023-11-23.gz HTTP/1.1" 200 18352 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:31 -0700] "GET /self.logs/access.log.2023-11-24.gz HTTP/1.1" 200 12292 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:31 -0700] "GET /self.logs/access.log.2023-11-25.gz HTTP/1.1" 200 11046 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:31 -0700] "GET /self.logs/access.log.2023-11-26.gz HTTP/1.1" 200 11355 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:32 -0700] "GET /self.logs/access.log.2023-11-27.gz HTTP/1.1" 200 18924 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:32 -0700] "GET /self.logs/access.log.2023-11-28.gz HTTP/1.1" 200 12300 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:32 -0700] "GET /self.logs/access.log.2023-11-29.gz HTTP/1.1" 200 12417 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:33 -0700] "GET /self.logs/access.log.2023-11-30.gz HTTP/1.1" 200 11854 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:33 -0700] "GET /self.logs/access.log.2023-12-01.gz HTTP/1.1" 200 12375 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:33 -0700] "GET /self.logs/access.log.2023-12-02.gz HTTP/1.1" 200 20096 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:34 -0700] "GET /self.logs/access.log.2023-12-03.gz HTTP/1.1" 200 44442 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:34 -0700] "GET /self.logs/access.log.2023-12-04.gz HTTP/1.1" 200 58640 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:34 -0700] "GET /self.logs/access.log.2023-12-05.gz HTTP/1.1" 200 22205 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:35 -0700] "GET /self.logs/access.log.2023-12-06.gz HTTP/1.1" 200 13251 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:35 -0700] "GET /self.logs/access.log.2023-12-07.gz HTTP/1.1" 200 10492 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:35 -0700] "GET /self.logs/access.log.2023-12-08.gz HTTP/1.1" 200 15321 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:36 -0700] "GET /self.logs/access.log.2023-12-09.gz HTTP/1.1" 200 11247 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:36 -0700] "GET /self.logs/access.log.2023-12-10.gz HTTP/1.1" 200 8920 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:36 -0700] "GET /self.logs/access.log.2023-12-11.gz HTTP/1.1" 200 18663 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:36 -0700] "GET /self.logs/access.log.2023-12-12.gz HTTP/1.1" 200 13557 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:37 -0700] "GET /self.logs/access.log.2023-12-13.gz HTTP/1.1" 200 14722 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:37 -0700] "GET /self.logs/access.log.2023-12-14.gz HTTP/1.1" 200 13757 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:37 -0700] "GET /self.logs/access.log.2023-12-15.gz HTTP/1.1" 200 13318 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:38 -0700] "GET /self.logs/access.log.2023-12-16.gz HTTP/1.1" 200 19972 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:38 -0700] "GET /self.logs/access.log.2023-12-17.gz HTTP/1.1" 200 10332 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:38 -0700] "GET /self.logs/access.log.2023-12-18.gz HTTP/1.1" 200 13267 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:38 -0700] "GET /self.logs/access.log.2023-12-19.gz HTTP/1.1" 200 14193 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:39 -0700] "GET /self.logs/access.log.2023-12-20.gz HTTP/1.1" 200 14971 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:39 -0700] "GET /self.logs/access.log.2023-12-21.gz HTTP/1.1" 200 26084 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:39 -0700] "GET /self.logs/access.log.2023-12-22.gz HTTP/1.1" 200 22329 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:40 -0700] "GET /self.logs/access.log.2023-12-23.gz HTTP/1.1" 200 25934 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:40 -0700] "GET /self.logs/access.log.2023-12-24.gz HTTP/1.1" 200 17886 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:40 -0700] "GET /self.logs/access.log.2023-12-25.gz HTTP/1.1" 200 35726 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:41 -0700] "GET /self.logs/access.log.2023-12-26.gz HTTP/1.1" 200 24167 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:41 -0700] "GET /self.logs/access.log.2023-12-27.gz HTTP/1.1" 200 12363 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:41 -0700] "GET /self.logs/access.log.2023-12-28.gz HTTP/1.1" 200 11590 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:42 -0700] "GET /self.logs/access.log.2023-12-29.gz HTTP/1.1" 200 10650 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:42 -0700] "GET /self.logs/access.log.2023-12-30.gz HTTP/1.1" 200 11628 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:42 -0700] "GET /self.logs/access.log.2023-12-31.gz HTTP/1.1" 200 10962 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:42 -0700] "GET /self.logs/access.log.2024-01-01.gz HTTP/1.1" 200 40732 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:43 -0700] "GET /self.logs/access.log.2024-01-02.gz HTTP/1.1" 200 14217 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:43 -0700] "GET /self.logs/access.log.2024-01-03.gz HTTP/1.1" 200 83229 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:43 -0700] "GET /self.logs/access.log.2024-01-04.gz HTTP/1.1" 200 22014 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:44 -0700] "GET /self.logs/access.log.2024-01-05.gz HTTP/1.1" 200 20559 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:44 -0700] "GET /self.logs/access.log.2024-01-06.gz HTTP/1.1" 200 12702 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:44 -0700] "GET /self.logs/access.log.2024-01-07.gz HTTP/1.1" 200 10747 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:45 -0700] "GET /self.logs/access.log.2024-01-08.gz HTTP/1.1" 200 12166 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:45 -0700] "GET /self.logs/access.log.2024-01-09.gz HTTP/1.1" 200 14996 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:45 -0700] "GET /self.logs/access.log.2024-01-10.gz HTTP/1.1" 200 15432 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:45 -0700] "GET /self.logs/access.log.2024-01-11.gz HTTP/1.1" 200 14731 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:46 -0700] "GET /self.logs/access.log.2024-01-12.gz HTTP/1.1" 200 13713 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:46 -0700] "GET /self.logs/access.log.2024-01-13.gz HTTP/1.1" 200 11722 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:46 -0700] "GET /self.logs/access.log.2024-01-14.gz HTTP/1.1" 200 15531 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:47 -0700] "GET /self.logs/access.log.2024-01-15.gz HTTP/1.1" 200 14618 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:47 -0700] "GET /self.logs/access.log.2024-01-16.gz HTTP/1.1" 200 25533 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:47 -0700] "GET /self.logs/access.log.2024-01-17.gz HTTP/1.1" 200 10784 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:48 -0700] "GET /self.logs/access.log.2024-01-18.gz HTTP/1.1" 200 30211 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:48 -0700] "GET /self.logs/access.log.2024-01-19.gz HTTP/1.1" 200 17604 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:48 -0700] "GET /self.logs/access.log.2024-01-20.gz HTTP/1.1" 200 12867 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:49 -0700] "GET /self.logs/access.log.2024-01-21.gz HTTP/1.1" 200 13376 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:49 -0700] "GET /self.logs/access.log.2024-01-22.gz HTTP/1.1" 200 14908 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:49 -0700] "GET /self.logs/access.log.2024-01-23.gz HTTP/1.1" 200 18823 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:49 -0700] "GET /self.logs/access.log.2024-01-24.gz HTTP/1.1" 200 11400 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:50 -0700] "GET /self.logs/access.log.2024-01-25.gz HTTP/1.1" 200 19557 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:50 -0700] "GET /self.logs/access.log.2024-01-26.gz HTTP/1.1" 200 15760 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:50 -0700] "GET /self.logs/access.log.2024-01-27.gz HTTP/1.1" 200 18148 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:51 -0700] "GET /self.logs/access.log.2024-01-28.gz HTTP/1.1" 200 12790 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:51 -0700] "GET /self.logs/access.log.2024-01-29.gz HTTP/1.1" 200 12343 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:51 -0700] "GET /self.logs/access.log.2024-01-30.gz HTTP/1.1" 200 12091 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:51 -0700] "GET /self.logs/access.log.2024-01-31.gz HTTP/1.1" 200 13039 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:52 -0700] "GET /self.logs/access.log.2024-02-01.gz HTTP/1.1" 200 20336 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:52 -0700] "GET /self.logs/access.log.2024-02-02.gz HTTP/1.1" 200 16295 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:52 -0700] "GET /self.logs/access.log.2024-02-03.gz HTTP/1.1" 200 14622 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:53 -0700] "GET /self.logs/access.log.2024-02-04.gz HTTP/1.1" 200 12458 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:53 -0700] "GET /self.logs/access.log.2024-02-05.gz HTTP/1.1" 200 22835 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:53 -0700] "GET /self.logs/access.log.2024-02-06.gz HTTP/1.1" 200 37825 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:54 -0700] "GET /self.logs/access.log.2024-02-07.gz HTTP/1.1" 200 18527 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:54 -0700] "GET /self.logs/access.log.2024-02-08.gz HTTP/1.1" 200 26456 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:54 -0700] "GET /self.logs/access.log.2024-02-09.gz HTTP/1.1" 200 19285 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:55 -0700] "GET /self.logs/access.log.2024-02-10.gz HTTP/1.1" 200 14459 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:55 -0700] "GET /self.logs/access.log.2024-02-11.gz HTTP/1.1" 200 11338 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:55 -0700] "GET /self.logs/access.log.2024-02-12.gz HTTP/1.1" 200 9971 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:55 -0700] "GET /self.logs/access.log.2024-02-13.gz HTTP/1.1" 200 8489 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:56 -0700] "GET /self.logs/access.log.2024-02-14.gz HTTP/1.1" 200 7245 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:56 -0700] "GET /self.logs/access.log.2024-02-15.gz HTTP/1.1" 200 17490 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:56 -0700] "GET /self.logs/access.log.2024-02-16.gz HTTP/1.1" 200 17744 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:57 -0700] "GET /self.logs/access.log.2024-02-17.gz HTTP/1.1" 200 10813 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:57 -0700] "GET /self.logs/access.log.2024-02-18.gz HTTP/1.1" 200 11053 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:57 -0700] "GET /self.logs/access.log.2024-02-19.gz HTTP/1.1" 200 11710 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:57 -0700] "GET /self.logs/access.log.2024-02-20.gz HTTP/1.1" 200 8342 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:58 -0700] "GET /self.logs/access.log.2024-02-21.gz HTTP/1.1" 200 14041 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:58 -0700] "GET /self.logs/access.log.2024-02-22.gz HTTP/1.1" 200 27177 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:58 -0700] "GET /self.logs/access.log.2024-02-23.gz HTTP/1.1" 200 8582 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:59 -0700] "GET /self.logs/access.log.2024-02-24.gz HTTP/1.1" 200 10147 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:59 -0700] "GET /self.logs/access.log.2024-02-25.gz HTTP/1.1" 200 14480 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:59 -0700] "GET /self.logs/access.log.2024-02-26.gz HTTP/1.1" 200 23065 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:53:59 -0700] "GET /self.logs/access.log.2024-02-27.gz HTTP/1.1" 200 11119 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:54:00 -0700] "GET /self.logs/access.log.2024-02-28.gz HTTP/1.1" 200 16926 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:54:00 -0700] "GET /self.logs/access.log.2024-02-29.gz HTTP/1.1" 200 16984 "-" "python-requests/2.32.3" 
200.14.40.238 - - [02/Oct/2024:09:54:01 -0700] "GET /self.logs/access.log.2024-03-01.gz HTTP/1.1" 200 19035 "-" "python-requests/2.32.3" 
